crop_id,crop_name_en,crop_name_mm,region,township,crop_type,planting_start_month,planting_end_month,harvest_start_month,harvest_end_month,growing_duration_min_days,growing_duration_max_days,establishment_start_month,establishment_end_month,years_to_first_harvest_min,years_to_first_harvest_max,harvest_season_start_month,harvest_season_end_month,season,notes_en,notes_mm,source_name,source_url,verification_status,last_updated
crop_suitability_black_gram,Black Gram,မတ်ပဲ,Magway,,annual,10,10,3,4,,,,,,,,,winter/post-monsoon,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,verified,2026-08-10
crop_suitability_black_gram,Black Gram,မတ်ပဲ,Yangon,,annual,10,10,3,4,,,,,,,,,winter/post-monsoon,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,verified,2026-08-10
crop_suitability_groundnut,Groundnut,မြေပဲ,Ayeyarwady,,annual,,,,,,,,,,,,,,,,USDA FAS Grain and Feed Annual — Burma 2026,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Grain+and+Feed+Annual_Rangoon_Burma+-+Union+of_BM2026-0009.pdf,needs_verification,2026-08-10
crop_suitability_groundnut,Groundnut,မြေပဲ,Bago,,annual,,,,,,,,,,,,,,,,USDA FAS Grain and Feed Annual — Burma 2026,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Grain+and+Feed+Annual_Rangoon_Burma+-+Union+of_BM2026-0009.pdf,needs_verification,2026-08-10
crop_suitability_groundnut,Groundnut,မြေပဲ,Mandalay,,annual,5,5,,,,,,,,,,,,,,FAO — Climate Smart Agriculture in Central Dry Zone Myanmar,https://openknowledge.fao.org/server/api/core/bitstreams/0095b6d6-3300-4b00-850e-d148de7d9c1d/content,needs_verification,2026-08-10
crop_suitability_groundnut,Groundnut,မြေပဲ,Sagaing,,annual,5,5,,,,,,,,,,,,,,FAO — Climate Smart Agriculture in Central Dry Zone Myanmar,https://openknowledge.fao.org/server/api/core/bitstreams/0095b6d6-3300-4b00-850e-d148de7d9c1d/content,needs_verification,2026-08-10
crop_suitability_groundnut,Groundnut,မြေပဲ,Magway,,annual,5,5,,,,,,,,,,,,,,"Myanmar government — Magway oil-crop cultivation, May 2026",https://presoffministry.gov.mm/en/news/34475,needs_verification,2026-08-10
crop_suitability_groundnut,Groundnut,မြေပဲ,Yangon,,annual,,,,,,,,,,,,,,,,USDA FAS Grain and Feed Annual — Burma 2026,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Grain+and+Feed+Annual_Rangoon_Burma+-+Union+of_BM2026-0009.pdf,needs_verification,2026-08-10
crop_suitability_maize,Maize,ပြောင်း,Ayeyarwady,,annual,5,6,12,12,,,,,,,,,,,,FAO GIEWS Country Brief — Myanmar,https://www.fao.org/giews/countrybrief/country.jsp?code=MMR,needs_verification,2026-08-10
crop_suitability_maize,Maize,ပြောင်း,Bago,,annual,5,6,12,12,,,,,,,,,,,,FAO GIEWS Country Brief — Myanmar,https://www.fao.org/giews/countrybrief/country.jsp?code=MMR,needs_verification,2026-08-10
crop_suitability_maize,Maize,ပြောင်း,Mandalay,,annual,5,6,12,12,,,,,,,,,,,,FAO GIEWS Country Brief — Myanmar,https://www.fao.org/giews/countrybrief/country.jsp?code=MMR,needs_verification,2026-08-10
crop_suitability_maize,Maize,ပြောင်း,Sagaing,,annual,5,6,12,12,,,,,,,,,,,,FAO GIEWS Country Brief — Myanmar,https://www.fao.org/giews/countrybrief/country.jsp?code=MMR,needs_verification,2026-08-10
crop_suitability_maize,Maize,ပြောင်း,Magway,,annual,5,6,12,12,,,,,,,,,,,,FAO GIEWS Country Brief — Myanmar,https://www.fao.org/giews/countrybrief/country.jsp?code=MMR,needs_verification,2026-08-10
crop_suitability_maize,Maize,ပြောင်း,Yangon,,annual,5,6,12,12,,,,,,,,,,,,FAO GIEWS Country Brief — Myanmar,https://www.fao.org/giews/countrybrief/country.jsp?code=MMR,needs_verification,2026-08-10
crop_suitability_sugarcane,Sugarcane,ကြံ,Ayeyarwady,,annual,,,11,4,,,,,,,,,,,,Myanmar International TV — sugarcane harvest,https://www.myanmaritv.com/news/sino-myanmar-border-trade-over-30000-tons-sugarcane-exported-china,needs_verification,2026-08-10
crop_suitability_sugarcane,Sugarcane,ကြံ,Bago,,annual,,,11,4,,,,,,,,,,,,Myanmar International TV — sugarcane harvest,https://www.myanmaritv.com/news/sino-myanmar-border-trade-over-30000-tons-sugarcane-exported-china,needs_verification,2026-08-10
crop_suitability_sugarcane,Sugarcane,ကြံ,Mandalay,,annual,,,1,3,,,,,,,,,,,,Myanmar Digital News — Mandalay sugarcane harvest,https://www.mdn.gov.mm/en/harvested-sugarcane-two-districts-sent-directly-sugar-mills-mandalay,verified,2026-08-10
crop_suitability_sugarcane,Sugarcane,ကြံ,Sagaing,,annual,,,11,4,,,,,,,,,,,,Myanmar International TV — sugarcane harvest,https://www.myanmaritv.com/news/sino-myanmar-border-trade-over-30000-tons-sugarcane-exported-china,needs_verification,2026-08-10
crop_suitability_sugarcane,Sugarcane,ကြံ,Magway,,annual,,,11,4,,,,,,,,,,,,Myanmar International TV — sugarcane harvest,https://www.myanmaritv.com/news/sino-myanmar-border-trade-over-30000-tons-sugarcane-exported-china,needs_verification,2026-08-10
crop_suitability_sugarcane,Sugarcane,ကြံ,Yangon,,annual,,,11,4,,,,,,,,,,,,Myanmar International TV — sugarcane harvest,https://www.myanmaritv.com/news/sino-myanmar-border-trade-over-30000-tons-sugarcane-exported-china,needs_verification,2026-08-10
crop_suitability_cassava,Cassava,ပီလောပီနံ,Ayeyarwady,,annual,5,6,,,,,,,,,,,,,,ASEAN Cassava Centre — Myanmar Cassava Cultivation Situation,https://sustainablecassava.org/national-centre/article/Myanmar-Article-2024-5-1/,needs_verification,2026-08-10
crop_suitability_cassava,Cassava,ပီလောပီနံ,Bago,,annual,5,6,,,,,,,,,,,,,,ASEAN Cassava Centre — Myanmar Cassava Cultivation Situation,https://sustainablecassava.org/national-centre/article/Myanmar-Article-2024-5-1/,needs_verification,2026-08-10
crop_suitability_cassava,Cassava,ပီလောပီနံ,Mandalay,,annual,5,6,,,,,,,,,,,,,,ASEAN Cassava Centre — Myanmar Cassava Cultivation Situation,https://sustainablecassava.org/national-centre/article/Myanmar-Article-2024-5-1/,needs_verification,2026-08-10
crop_suitability_cassava,Cassava,ပီလောပီနံ,Sagaing,,annual,5,6,,,,,,,,,,,,,,ASEAN Cassava Centre — Myanmar Cassava Cultivation Situation,https://sustainablecassava.org/national-centre/article/Myanmar-Article-2024-5-1/,needs_verification,2026-08-10
crop_suitability_cassava,Cassava,ပီလောပီနံ,Magway,,annual,5,6,,,,,,,,,,,,,,ASEAN Cassava Centre — Myanmar Cassava Cultivation Situation,https://sustainablecassava.org/national-centre/article/Myanmar-Article-2024-5-1/,needs_verification,2026-08-10
crop_suitability_cassava,Cassava,ပီလောပီနံ,Yangon,,annual,5,6,,,,,,,,,,,,,,ASEAN Cassava Centre — Myanmar Cassava Cultivation Situation,https://sustainablecassava.org/national-centre/article/Myanmar-Article-2024-5-1/,needs_verification,2026-08-10
crop_suitability_chili,Chili,ငရုတ်,Ayeyarwady,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Chili,https://www.myanmarseedportal.gov.mm/en/protocol/chilli,needs_verification,2026-08-10
crop_suitability_chili,Chili,ငရုတ်,Bago,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Chili,https://www.myanmarseedportal.gov.mm/en/protocol/chilli,needs_verification,2026-08-10
crop_suitability_chili,Chili,ငရုတ်,Mandalay,,annual,,,5,10,,,,,,,,,,,,ILO — Myanmar Chilli Value Chain Analysis,https://www.ilo.org/sites/default/files/wcmsp5/groups/public/%40ed_emp/%40emp_ent/documents/publication/wcms_553138.pdf,verified,2026-08-10
crop_suitability_chili,Chili,ငရုတ်,Sagaing,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Chili,https://www.myanmarseedportal.gov.mm/en/protocol/chilli,needs_verification,2026-08-10
crop_suitability_chili,Chili,ငရုတ်,Magway,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Chili,https://www.myanmarseedportal.gov.mm/en/protocol/chilli,needs_verification,2026-08-10
crop_suitability_chili,Chili,ငရုတ်,Yangon,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Chili,https://www.myanmarseedportal.gov.mm/en/protocol/chilli,needs_verification,2026-08-10
crop_suitability_tomato,Tomato,ခရမ်းချဉ်,Ayeyarwady,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Tomato,https://www.myanmarseedportal.gov.mm/en/protocol/tomato,needs_verification,2026-08-10
crop_suitability_tomato,Tomato,ခရမ်းချဉ်,Bago,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Tomato,https://www.myanmarseedportal.gov.mm/en/protocol/tomato,needs_verification,2026-08-10
crop_suitability_tomato,Tomato,ခရမ်းချဉ်,Mandalay,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Tomato,https://www.myanmarseedportal.gov.mm/en/protocol/tomato,needs_verification,2026-08-10
crop_suitability_tomato,Tomato,ခရမ်းချဉ်,Sagaing,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Tomato,https://www.myanmarseedportal.gov.mm/en/protocol/tomato,needs_verification,2026-08-10
crop_suitability_tomato,Tomato,ခရမ်းချဉ်,Magway,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Tomato,https://www.myanmarseedportal.gov.mm/en/protocol/tomato,needs_verification,2026-08-10
crop_suitability_tomato,Tomato,ခရမ်းချဉ်,Yangon,,annual,,,,,,,,,,,,,,,,Myanmar Seed Information Portal — Tomato,https://www.myanmarseedportal.gov.mm/en/protocol/tomato,needs_verification,2026-08-10
crop_suitability_green_gram,Green Gram,ပဲတီစိမ်း,Ayeyarwady,,annual,10,10,2,4,,,,,,,,,winter,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,verified,2026-08-10
crop_suitability_green_gram,Green Gram,ပဲတီစိမ်း,Bago,,annual,10,10,2,4,,,,,,,,,winter,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,verified,2026-08-10
crop_suitability_green_gram,Green Gram,ပဲတီစိမ်း,Mandalay,,annual,7,8,11,1,,,,,,,,,rainy-season,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,needs_verification,2026-08-10
crop_suitability_green_gram,Green Gram,ပဲတီစိမ်း,Sagaing,,annual,7,8,11,1,,,,,,,,,rainy-season,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,needs_verification,2026-08-10
crop_suitability_green_gram,Green Gram,ပဲတီစိမ်း,Magway,,annual,7,8,11,1,,,,,,,,,rainy-season,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,needs_verification,2026-08-10
crop_suitability_green_gram,Green Gram,ပဲတီစိမ်း,Yangon,,annual,10,10,2,4,,,,,,,,,winter,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,verified,2026-08-10
crop_suitability_pigeon_pea,Pigeon Pea,ပဲစဉ်းငုံ,Ayeyarwady,,annual,5,6,1,3,,,,,,,,,,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,needs_verification,2026-08-10
crop_suitability_pigeon_pea,Pigeon Pea,ပဲစဉ်းငုံ,Bago,,annual,5,6,1,3,,,,,,,,,,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,needs_verification,2026-08-10
crop_suitability_pigeon_pea,Pigeon Pea,ပဲစဉ်းငုံ,Mandalay,,annual,5,6,1,3,,,,,,,,,,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,verified,2026-08-10
crop_suitability_pigeon_pea,Pigeon Pea,ပဲစဉ်းငုံ,Sagaing,,annual,5,6,1,3,,,,,,,,,,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,verified,2026-08-10
crop_suitability_pigeon_pea,Pigeon Pea,ပဲစဉ်းငုံ,Magway,,annual,5,6,1,3,,,,,,,,,,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,verified,2026-08-10
crop_suitability_pigeon_pea,Pigeon Pea,ပဲစဉ်းငုံ,Yangon,,annual,5,6,1,3,,,,,,,,,,,,"IFPRI/CGIAR — Myanmar's poverty and food insecurity crisis, pulse-calendar section",https://cgspace.cgiar.org/server/api/core/bitstreams/8b9a7f95-ed32-4c96-8c6d-5d28dbcc5cfe/content,needs_verification,2026-08-10
crop_suitability_sesame,Sesame,နှမ်း,Ayeyarwady,,annual,,,,,,,,,,,,,,,,USDA FAS Grain and Feed Annual — Burma 2026,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Grain+and+Feed+Annual_Rangoon_Burma+-+Union+of_BM2026-0009.pdf,needs_verification,2026-08-10
crop_suitability_sesame,Sesame,နှမ်း,Bago,,annual,,,,,,,,,,,,,,,,USDA FAS Grain and Feed Annual — Burma 2026,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Grain+and+Feed+Annual_Rangoon_Burma+-+Union+of_BM2026-0009.pdf,needs_verification,2026-08-10
crop_suitability_sesame,Sesame,နှမ်း,Mandalay,,annual,5,5,,,,,,,,,,,,,,FAO — Climate Smart Agriculture in Central Dry Zone Myanmar,https://openknowledge.fao.org/server/api/core/bitstreams/0095b6d6-3300-4b00-850e-d148de7d9c1d/content,needs_verification,2026-08-10
crop_suitability_sesame,Sesame,နှမ်း,Sagaing,,annual,5,5,8,8,,,,,,,,,,,,Analysis of Dynamics of Cropping Systems in Myanmar's Dry Zone,https://repository.kulib.kyoto-u.ac.jp/bitstream/2433/199368/2/dnogk02122.pdf,verified,2026-08-10
crop_suitability_sesame,Sesame,နှမ်း,Magway,,annual,5,5,,,,,,,,,,,,,,"Myanmar government — Magway oil-crop cultivation, May 2026",https://presoffministry.gov.mm/en/news/34475,needs_verification,2026-08-10
crop_suitability_sesame,Sesame,နှမ်း,Yangon,,annual,,,,,,,,,,,,,,,,USDA FAS Grain and Feed Annual — Burma 2026,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Grain+and+Feed+Annual_Rangoon_Burma+-+Union+of_BM2026-0009.pdf,needs_verification,2026-08-10
crop_suitability_rubber,Rubber,ရော်ဘာ,Ayeyarwady,,perennial,,,,,,,,,,,9,,,,,Myanmar rubber-sector report citing the Myanmar Rubber Planters and Producers Association,https://www.chanchao.com.tw/MyanmarPlasPrintPack/mm/newsDetail.asp?serno=4103,needs_verification,2026-08-10
crop_suitability_rubber,Rubber,ရော်ဘာ,Bago,,perennial,,,,,,,,,,,9,,,,,Myanmar rubber-sector report citing the Myanmar Rubber Planters and Producers Association,https://www.chanchao.com.tw/MyanmarPlasPrintPack/mm/newsDetail.asp?serno=4103,needs_verification,2026-08-10
crop_suitability_rubber,Rubber,ရော်ဘာ,Mandalay,,perennial,,,,,,,,,,,9,,,,,Myanmar rubber-sector report citing the Myanmar Rubber Planters and Producers Association,https://www.chanchao.com.tw/MyanmarPlasPrintPack/mm/newsDetail.asp?serno=4103,needs_verification,2026-08-10
crop_suitability_rubber,Rubber,ရော်ဘာ,Sagaing,,perennial,,,,,,,,,,,9,,,,,Myanmar rubber-sector report citing the Myanmar Rubber Planters and Producers Association,https://www.chanchao.com.tw/MyanmarPlasPrintPack/mm/newsDetail.asp?serno=4103,needs_verification,2026-08-10
crop_suitability_rubber,Rubber,ရော်ဘာ,Magway,,perennial,,,,,,,,,,,9,,,,,Myanmar rubber-sector report citing the Myanmar Rubber Planters and Producers Association,https://www.chanchao.com.tw/MyanmarPlasPrintPack/mm/newsDetail.asp?serno=4103,needs_verification,2026-08-10
crop_suitability_rubber,Rubber,ရော်ဘာ,Yangon,,perennial,,,,,,,,,,,9,,,,,Myanmar rubber-sector report citing the Myanmar Rubber Planters and Producers Association,https://www.chanchao.com.tw/MyanmarPlasPrintPack/mm/newsDetail.asp?serno=4103,needs_verification,2026-08-10
crop_suitability_durian,Durian,ဒူးရင်း,Ayeyarwady,,perennial,,,,,,,,,,,5,7,,,,Myanmar official Durian Festival reporting,https://presoffministry.gov.mm/en/news/35018,needs_verification,2026-08-10
crop_suitability_durian,Durian,ဒူးရင်း,Bago,,perennial,,,,,,,,,,,5,7,,,,Myanmar official Durian Festival reporting,https://presoffministry.gov.mm/en/news/35018,verified,2026-08-10
crop_suitability_durian,Durian,ဒူးရင်း,Mandalay,,perennial,,,,,,,,,,,5,7,,,,Myanmar official Durian Festival reporting,https://presoffministry.gov.mm/en/news/35018,needs_verification,2026-08-10
crop_suitability_durian,Durian,ဒူးရင်း,Sagaing,,perennial,,,,,,,,,,,5,7,,,,Myanmar official Durian Festival reporting,https://presoffministry.gov.mm/en/news/35018,needs_verification,2026-08-10
crop_suitability_durian,Durian,ဒူးရင်း,Magway,,perennial,,,,,,,,,,,5,7,,,,Myanmar official Durian Festival reporting,https://presoffministry.gov.mm/en/news/35018,needs_verification,2026-08-10
crop_suitability_durian,Durian,ဒူးရင်း,Yangon,,perennial,,,,,,,,,,,5,7,,,,Myanmar official Durian Festival reporting,https://presoffministry.gov.mm/en/news/35018,needs_verification,2026-08-10
crop_suitability_mangosteen,Mangosteen,မင်းကွတ်,Ayeyarwady,,perennial,,,,,,,,,,,3,5,,,,"USDA FAS — Fresh Fruit Production, Consumption and Export Opportunities in Burma, 2025",https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Fresh+Fruit+Production+Consumption+and+Export+Opportunities+in+Burma_Rangoon_Burma+-+Union+of_BM2025-0005.pdf,needs_verification,2026-08-10
crop_suitability_mangosteen,Mangosteen,မင်းကွတ်,Bago,,perennial,,,,,,,,,,,3,5,,,,"USDA FAS — Fresh Fruit Production, Consumption and Export Opportunities in Burma, 2025",https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Fresh+Fruit+Production+Consumption+and+Export+Opportunities+in+Burma_Rangoon_Burma+-+Union+of_BM2025-0005.pdf,needs_verification,2026-08-10
crop_suitability_mangosteen,Mangosteen,မင်းကွတ်,Mandalay,,perennial,,,,,,,,,,,3,5,,,,"USDA FAS — Fresh Fruit Production, Consumption and Export Opportunities in Burma, 2025",https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Fresh+Fruit+Production+Consumption+and+Export+Opportunities+in+Burma_Rangoon_Burma+-+Union+of_BM2025-0005.pdf,needs_verification,2026-08-10
crop_suitability_mangosteen,Mangosteen,မင်းကွတ်,Sagaing,,perennial,,,,,,,,,,,3,5,,,,"USDA FAS — Fresh Fruit Production, Consumption and Export Opportunities in Burma, 2025",https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Fresh+Fruit+Production+Consumption+and+Export+Opportunities+in+Burma_Rangoon_Burma+-+Union+of_BM2025-0005.pdf,needs_verification,2026-08-10
crop_suitability_mangosteen,Mangosteen,မင်းကွတ်,Magway,,perennial,,,,,,,,,,,3,5,,,,"USDA FAS — Fresh Fruit Production, Consumption and Export Opportunities in Burma, 2025",https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Fresh+Fruit+Production+Consumption+and+Export+Opportunities+in+Burma_Rangoon_Burma+-+Union+of_BM2025-0005.pdf,needs_verification,2026-08-10
crop_suitability_mangosteen,Mangosteen,မင်းကွတ်,Yangon,,perennial,,,,,,,,,,,3,5,,,,"USDA FAS — Fresh Fruit Production, Consumption and Export Opportunities in Burma, 2025",https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Fresh+Fruit+Production+Consumption+and+Export+Opportunities+in+Burma_Rangoon_Burma+-+Union+of_BM2025-0005.pdf,needs_verification,2026-08-10
crop_suitability_longan,Longan,တညင်း,Ayeyarwady,,perennial,,,,,,,,,,,,,,No Myanmar-specific target-region month calendar was established in the reviewed research. Burmese label 'တညင်း' is preserved for backward compatibility and should be reviewed.,,,,needs_verification,2026-08-10
crop_suitability_longan,Longan,တညင်း,Bago,,perennial,,,,,,,,,,,,,,No Myanmar-specific target-region month calendar was established in the reviewed research. Burmese label 'တညင်း' is preserved for backward compatibility and should be reviewed.,,,,needs_verification,2026-08-10
crop_suitability_longan,Longan,တညင်း,Mandalay,,perennial,,,,,,,,,,,,,,No Myanmar-specific target-region month calendar was established in the reviewed research. Burmese label 'တညင်း' is preserved for backward compatibility and should be reviewed.,,,,needs_verification,2026-08-10
crop_suitability_longan,Longan,တညင်း,Sagaing,,perennial,,,,,,,,,,,,,,No Myanmar-specific target-region month calendar was established in the reviewed research. Burmese label 'တညင်း' is preserved for backward compatibility and should be reviewed.,,,,needs_verification,2026-08-10
crop_suitability_longan,Longan,တညင်း,Magway,,perennial,,,,,,,,,,,,,,No Myanmar-specific target-region month calendar was established in the reviewed research. Burmese label 'တညင်း' is preserved for backward compatibility and should be reviewed.,,,,needs_verification,2026-08-10
crop_suitability_longan,Longan,တညင်း,Yangon,,perennial,,,,,,,,,,,,,,No Myanmar-specific target-region month calendar was established in the reviewed research. Burmese label 'တညင်း' is preserved for backward compatibility and should be reviewed.,,,,needs_verification,2026-08-10
